7SK
AL356585.3
AL358852.1
AL365181.2
AL450992.2
AL513523.2
AL589743.1
AL672183.2
AL672296.1
AL845472.1
AL928768.3
ALAD
ALAS1
ALAS2
ALCAM
ALDH16A1
ALDH18A1
ALDH1A1
ALDH1A2
ALDH1B1
ALDH1L2
ALDH2
ALDH3A2
ALDH3B1
ALDH4A1
ALDH5A1
ALDH6A1
ALDH7A1
ALDH8A1
ALDH9A1
ALDOA
ALDOC
ALG1
ALG10
ALG10B
ALG11
ALG12
ALG13
ALG14
ALG1L13P
ALG1L9P
ALG2
ALG3
ALG5
ALG6
ALG8
ALG9
ALKBH1
ALKBH2
ALKBH3
ALKBH4
ALKBH5
ALKBH6
ALKBH7
ALKBH8
ALMS1
ALMS1-IT1
ALOX12
ALOX12-AS1
ALOX12B
ALOX12P2
ALOX15
ALOX15B
ALOX5
ALOX5AP
ALOXE3
ALPK1
ALPK2
ALPK3
ALPL
ALS2
ALS2CL
ALS2CR12
ALYREF
AMACR
AMBRA1
AMD1
AMDHD1
AMDHD2
AMER1
AMFR
AMH
AMICA1
AMIGO1
AMIGO2
AMIGO3
AMMECR1
AMMECR1L
AMN
AMN1
AMOT
AMOTL1
AMPD2
AMPD3
AMPH
AMT
AMY2B
AMZ1
AMZ2
AMZ2P1
AMZ2P2
ANAPC1
ANAPC10
ANAPC11
ANAPC13
ANAPC15
ANAPC16
ANAPC2
ANAPC4
ANAPC5
ANAPC7
ANG
ANGEL1
ANGEL2
ANGPT1
ANGPT2
ANGPTL2
ANGPTL6
ANK1
ANK3
ANKAR
ANKDD1A
ANKEF1
ANKFY1
ANKH
ANKHD1
ANKHD1-EIF4EBP3
ANKIB1
ANKK1
ANKLE1
ANKLE2
ANKMY1
ANKMY2
ANKRA2
ANKRD10
ANKRD10-IT1
ANKRD11
ANKRD12
ANKRD13A
ANKRD13B
ANKRD13C
ANKRD13D
ANKRD16
ANKRD17
ANKRD18A
ANKRD18EP
ANKRD19P
ANKRD20A11P
ANKRD20A5P
ANKRD22
ANKRD23
ANKRD24
ANKRD26
ANKRD27
ANKRD28
ANKRD31
ANKRD32
ANKRD33B
ANKRD34A
ANKRD34B
ANKRD35
ANKRD36
ANKRD36B
ANKRD36BP2
ANKRD36C
ANKRD37
ANKRD39
ANKRD40
ANKRD42
ANKRD44
ANKRD44-IT1
ANKRD46
ANKRD49
ANKRD50
ANKRD52
ANKRD53
ANKRD54
ANKRD55
ANKRD6
ANKRD9
ANKS1A
ANKS1B
ANKS3
ANKS6
ANKUB1
ANKZF1
ANLN
ANO10
ANO5
ANO6
ANO7
ANO7P1
ANO8
ANO9
ANP32A
ANP32B
ANP32E
ANPEP
ANTXR2
ANTXRLP1
ANXA1
ANXA11
ANXA2
ANXA2P2
ANXA2R
ANXA3
ANXA4
ANXA5
ANXA6
ANXA7
ANXA8
ANXA8L1
ANXA9
AOAH
AOAH-IT1
AOC1
AOC2
AOC3
AOC4P
AP000254.8
AP000275.65
AP000295.10
AP000295.9
AP000347.2
AP000347.4
AP000349.2
AP000350.5
AP000350.6
AP000437.3
AP000442.1
AP000476.1
AP000487.5
AP000580.1
AP000640.10
AP000648.5
AP000692.10
AP000692.9
AP000783.1
AP000892.6
AP000936.1
AP001046.5
AP001055.6
AP001056.1
AP001059.7
AP001062.7
AP001062.8
AP001171.1
AP001187.9
AP001189.4
AP001258.4
AP001350.4
AP001372.2
AP001412.1
AP001437.1
AP001462.6
AP001469.9
AP001505.10
AP002381.2
AP002954.4
AP003068.18
AP003068.23
AP003068.9
AP003419.11
AP003774.1
AP003774.4
AP003774.6
AP004289.1
AP004290.1
AP006222.2
AP006285.2
AP006621.5
AP006621.8
AP1AR
AP1B1
AP1G1
AP1G2
AP1M1
AP1M2
AP1S1
AP1S2
AP1S3
AP2A1
AP2A2
AP2B1
AP2M1
AP2S1
AP3B1
AP3B2
AP3D1
AP3M1
AP3M2
AP3S1
AP3S2
AP4B1
AP4B1-AS1
AP4E1
AP4M1
AP4S1
AP5B1
AP5M1
AP5S1
AP5Z1
APAF1
APBA1
APBA2
APBA3
APBB1
APBB1IP
APBB2
APBB3
APC
APC2
APCDD1
APEH
APEX1
APEX2
APH1A
APH1B
API5
APIP
APITD1
APITD1-CORT
APLF
APLP2
APMAP
APOA1
APOA1BP
APOA2
APOBEC2
APOBEC3A
APOBEC3B
APOBEC3C
APOBEC3D
APOBEC3F
APOBEC3G
APOBEC3H
APOBR
APOE
APOL1
APOL2
APOL3
APOL4
APOL6
APOLD1
APOM
APOO
APOOL
APOPT1
APP
APPBP2
APPL1
APPL2
APRT
APTR
APTX
AQP1
AQP10
AQP11
AQP3
AQP7
AQP9
AQR
AR
ARAF
ARAP1
ARAP1-AS1
ARAP1-AS2
ARAP2
ARAP3
ARCN1
AREG
AREL1
ARF1
ARF3
ARF4
ARF5
ARF6
ARFGAP1
ARFGAP2
ARFGAP3
ARFGEF1
ARFGEF2
ARFIP1
ARFIP2
ARFRP1
ARG1
ARG2
ARGFXP2
ARGLU1
ARHGAP1
ARHGAP10
ARHGAP11A
ARHGAP11B
ARHGAP12
ARHGAP15
ARHGAP17
ARHGAP18
ARHGAP19
ARHGAP21
ARHGAP22
ARHGAP23
ARHGAP24
ARHGAP25
ARHGAP26
ARHGAP27
ARHGAP29
ARHGAP30
ARHGAP31
ARHGAP32
ARHGAP33
ARHGAP35
ARHGAP39
ARHGAP4
ARHGAP42
ARHGAP44
ARHGAP5
ARHGAP5-AS1
ARHGAP6
ARHGAP8
ARHGAP9
ARHGDIA
ARHGDIB
ARHGEF1
ARHGEF10
ARHGEF10L
ARHGEF11
ARHGEF12
ARHGEF17
ARHGEF18
ARHGEF19
ARHGEF2
ARHGEF25
ARHGEF26
ARHGEF28
ARHGEF3
ARHGEF34P
ARHGEF35
ARHGEF37
ARHGEF39
ARHGEF4
ARHGEF40
ARHGEF5
ARHGEF6
ARHGEF7
ARHGEF9
ARID1A
ARID1B
ARID2
ARID3A
ARID3B
ARID4A
ARID4B
ARID5A
ARID5B
ARIH1
ARIH2
ARIH2OS
ARL1
ARL10
ARL11
ARL13B
ARL14EP
ARL15
ARL16
ARL17A
ARL17B
ARL2
ARL2BP
ARL3
ARL4A
ARL4C
ARL4D
ARL5A
ARL5B
ARL5C
ARL6
ARL6IP1
ARL6IP4
ARL6IP5
ARL6IP6
ARL8A
ARL8B
ARMC1
ARMC10
ARMC12
ARMC2
ARMC3
ARMC5
ARMC6
ARMC7
ARMC8
ARMC9
ARMCX1
ARMCX2
ARMCX3
ARMCX4
ARMCX5
ARMCX6
ARMCX7P
ARNT
ARNTL
ARNTL2
ARPC1A
ARPC1B
ARPC2
ARPC3
ARPC3P1
ARPC4
ARPC4-TTLL3
ARPC5
ARPC5L
ARPIN
ARPP19
ARPP21
ARRB1
ARRB2
ARRDC1
ARRDC1-AS1
ARRDC2
ARRDC3
ARRDC3-AS1
ARRDC4
ARRDC5
ARSA
ARSB
ARSD
ARSG
ARSK
ARV1
ARVCF
AS3MT
ASAH1
ASAH2
ASAH2B
ASAP1
ASAP1-IT2
ASAP2
ASAP3
ASB1
ASB13
ASB14
ASB16
ASB16-AS1
ASB2
ASB6
ASB7
ASB8
ASB9
ASCC1
ASCC2
ASCC3
ASCL2
ASF1A
ASF1B
ASGR1
ASGR2
ASH1L
ASH1L-AS1
ASH2L
ASIC1
ASIC3
ASL
ASLP1
ASMT
ASMTL
ASMTL-AS1
ASNA1
ASNS
ASNSD1
ASPDH
ASPH
ASPHD2
ASPM
ASPRV1
ASPSCR1
ASRGL1
ASS1P1
ASS1P2
ASTE1
ASTL
ASTN2
ASUN
ASXL1
ASXL2
ATAD1
ATAD2
ATAD2B
ATAD3A
ATAD3B
ATAD3C
ATAD5
ATAT1
ATE1
ATF1
ATF2
ATF3
ATF4
ATF4P3
ATF4P4
ATF5
ATF6
ATF6B
ATF7
ATF7IP
ATF7IP2
ATG10
ATG101
ATG12
ATG13
ATG14
ATG16L1
ATG16L2
ATG2A
ATG2B
ATG3
ATG4A
ATG4B
ATG4C
ATG4D
ATG5
ATG7
ATG9A
ATG9B
ATHL1
ATIC
ATL1
ATL2
ATL3
ATM
ATMIN
ATN1
ATOH8
ATOX1
ATP10A
ATP10D
ATP11A
ATP11A-AS1
ATP11B
ATP11C
ATP13A1
ATP13A2
ATP13A3
ATP13A4
ATP1A1
ATP1A1-AS1
ATP1A3
ATP1A4
ATP1B1
ATP1B2
ATP1B3
ATP2A1
ATP2A1-AS1
ATP2A2
ATP2A3
ATP2B1
ATP2B2
ATP2B4
ATP2C1
ATP2C2
ATP5A1
ATP5B
ATP5C1
ATP5D
ATP5E
ATP5EP2
ATP5F1
ATP5G1
ATP5G2
ATP5G2P3
ATP5G3
ATP5H
ATP5HP4
ATP5I
ATP5J
ATP5J2
ATP5J2-PTCD1
ATP5L
ATP5O
ATP5S
ATP5SL
ATP6AP1
ATP6AP1L
ATP6AP2
ATP6V0A1
ATP6V0A2
ATP6V0B
ATP6V0C
ATP6V0CP1
ATP6V0D1
ATP6V0E1
ATP6V0E2
ATP6V0E2-AS1
ATP6V1A
ATP6V1B2
ATP6V1C1
ATP6V1C2
ATP6V1D
ATP6V1E1
ATP6V1E2
ATP6V1F
ATP6V1G1
ATP6V1G2
ATP6V1G2-DDX39B
ATP6V1H
ATP7A
ATP7B
ATP8A1
ATP8A2
ATP8A2P2
ATP8B1
ATP8B2
ATP8B3
ATP8B4
ATP8B5P
ATP9A
ATP9B
ATPAF1
ATPAF2
ATPIF1
ATR
ATRAID
ATRIP
ATRN
ATRX
ATXN1
ATXN10
ATXN1L
ATXN2
ATXN2L
ATXN3
ATXN7
ATXN7L1
ATXN7L2
ATXN7L3
ATXN7L3B
AUH
AUNIP
AUP1
AURKA
AURKAIP1
AURKB
AURKC
AUTS2
AVEN
AVIL
AVL9
AVPI1
AVPR1A
AVPR2
AXIN1
AXIN2
AXL
AZI2
AZIN1
AZIN2
AZU1
B2M
B3GALNT1
B3GALNT1P1
B3GALNT2
B3GALT2
B3GALT4
B3GALT6
B3GALTL
B3GAT1
B3GAT2
B3GAT3
B3GNT2
B3GNT3
B3GNT4
B3GNT5
B3GNT7
B3GNT8
B3GNT9
B3GNTL1
B4GALNT3
B4GALNT4
B4GALT1
B4GALT1-AS1
B4GALT2
B4GALT3
B4GALT4
B4GALT5
B4GALT6
B4GALT7
B4GAT1
B9D1
B9D2
BAALC
BABAM1
BACE1
BACE1-AS
BACE2
BACH1
BACH1-IT1
BACH1-IT2
BACH2
BAD
BAG1
BAG2
BAG3
BAG4
BAG5
BAG6
BAHCC1
BAHD1
BAI1
BAI2
BAIAP2
BAIAP2-AS1
BAIAP2L1
BAIAP2L2
BAIAP3
BAK1
BAK1P1
BAMBI
BANF1
BANK1
BANP
BAP1
BARD1
BASP1
BATF
BATF2
BATF3
BAX
BAZ1A
BAZ1B
BAZ2A
BAZ2B
BBC3
BBIP1
BBS1
BBS10
BBS12
BBS2
BBS4
BBS5
BBS7
BBS9
BBX
BCAM
BCAP29
BCAP31
BCAR3
BCAS1
BCAS2
BCAS2P2
BCAS3
BCAS4
BCAT1
BCAT2
BCCIP
BCDIN3D
BCDIN3D-AS1
BCKDHA
BCKDHB
BCKDK
BCL10
BCL11A
BCL11B
BCL2
BCL2A1
BCL2L1
BCL2L11
BCL2L12
BCL2L13
BCL2L14
BCL2L15
BCL2L2
BCL3
BCL6
BCL7A
BCL7B
BCL7C
BCL9
BCL9L
BCLAF1
BCO2
BCOR
BCORL1
BCR
BCRP2
BCRP3
BCS1L
BCYRN1
BDH1
BDH2
BDNF-AS
BDP1
BEAN1
BEAN1-AS1
BECN1
BEGAIN
BEND2
BEND3
BEND3P1
BEND3P3
BEND4
BEND5
BEND7
BEST1
BEST4
BET1
BET1L
BEX1
BEX2
BEX4
BEX5
BFAR
BFSP1
BFSP2
BGLAP
BHLHA15
BHLHB9
BHLHE40
BHLHE40-AS1
BHLHE41
BICD1
BICD2
BID
BIK
BIN1
BIN2
BIN2P1
BIN3
BIRC2
BIRC3
BIRC5
BIRC6
BIRC7
BIVM
BIVM-ERCC5
BLCAP
BLK
BLM
BLMH
BLNK
BLOC1S1
BLOC1S2
BLOC1S3
BLOC1S4
BLOC1S5
BLOC1S5-TXNDC5
BLOC1S6
BLVRA
BLVRB
BLZF1
BMF
BMI1
BMP1
BMP2
BMP2K
BMP6
BMP8A
BMP8B
BMPR1A
BMPR2
BMS1
BMS1P1
BMS1P2
BMS1P20
BMS1P4
BMX
BNC2
BNIP1
BNIP2
BNIP3
BNIP3L
BNIPL
BOC
BOD1
BOD1L1
BOK
BOLA1
BOLA2
BOLA2B
BOLA2P2
BOLA3
BOLA3-AS1
BOP1
BORA
bP-21264C1.2
BPGM
BPHL
BPI
BPNT1
BPTF
BRAF
BRAP
BRAT1
BRCA1
BRCA2
BRCC3
BRD1
BRD2
BRD3
BRD4
BRD7
BRD7P2
BRD8
BRD9
BRE
BRF1
BRF2
BRI3
BRI3BP
BRICD5
BRIP1
BRIX1
BRK1
BRMS1
BRMS1L
BROX
BRPF1
BRPF3
BRSK1
BRSK2
BRWD1
BRWD1-AS2
BRWD3
BSCL2
BSDC1
BSG
BSN
BSPRY
BST1
BST2
BTAF1
BTBD1
BTBD10
BTBD11
BTBD18
BTBD19
BTBD2
BTBD3
BTBD6
BTBD7
BTBD9
BTD
BTF3
BTF3L4
BTF3L4P2
BTG1
BTG2
BTG3
BTK
BTLA
BTN1A1
BTN2A1
BTN2A2
BTN2A3P
BTN3A1
BTN3A2
BTN3A3
BTNL10
BTNL3
BTNL8
BTNL9
BTRC
BUB1
BUB1B
BUB3
BUD13
BUD31
BX322557.10
BX470102.3
BYSL
BZRAP1
BZRAP1-AS1
BZW1
BZW1P2
BZW2
C10orf10
C10orf105
C10orf11
C10orf12
C10orf128
C10orf2
C10orf25
C10orf32
C10orf32-ASMT
C10orf35
C10orf54
C10orf76
C10orf82
C10orf88
C10orf91
C10orf95
C11orf1
C11orf21
C11orf24
C11orf30
C11orf31
C11orf45
C11orf49
C11orf54
C11orf57
C11orf58
C11orf63
C11orf65
C11orf68
C11orf71
C11orf73
C11orf74
C11orf80
C11orf84
C11orf95
C11orf98
C12orf10
C12orf29
C12orf4
C12orf42
C12orf43
C12orf45
C12orf49
C12orf5
C12orf57
C12orf60
C12orf65
C12orf66
C12orf73
C12orf75
C12orf76
C12orf79
C14orf1
C14orf119
C14orf132
C14orf142
C14orf159
C14orf166
C14orf169
C14orf2
C14orf28
C14orf79
C14orf80
C14orf93
C15orf26
C15orf27
C15orf38-AP3S2
C15orf39
C15orf40
C15orf41
C15orf52
C15orf54
C15orf57
C15orf61
C15orf62
C15orf65
C16orf13
C16orf45
C16orf46
C16orf52
C16orf54
C16orf58
C16orf59
C16orf62
C16orf70
C16orf71
C16orf72
C16orf74
C16orf86
C16orf87
C16orf91
C16orf93
C16orf95
C16orf96
C17orf100
C17orf104
C17orf107
C17orf49
C17orf51
C17orf53
C17orf58
C17orf59
C17orf62
C17orf67
C17orf70
C17orf75
C17orf80
C17orf85
C17orf89
C17orf96
C17orf97
C17orf99
C18orf21
C18orf25
C18orf32
C18orf54
C18orf8
C19orf12
C19orf18
C19orf24
C19orf25
C19orf33
C19orf35
C19orf38
C19orf40
C19orf43
C19orf44
C19orf45
C19orf47
C19orf48
C19orf52
C19orf53
C19orf54
C19orf57
C19orf60
C19orf66
C19orf68
C19orf70
C19orf71
C19orf73
C19orf83
C19orf84
C1D
C1DP1
C1GALT1
C1GALT1C1
C1orf106
C1orf109
C1orf112
C1orf115
C1orf116
C1orf122
C1orf123
C1orf127
C1orf131
C1orf132
C1orf145
C1orf147
C1orf159
C1orf162
C1orf167
C1orf174
C1orf177
C1orf186
C1orf198
C1orf204
C1orf21
C1orf216
C1orf220
C1orf226
C1orf228
C1orf233
C1orf27
C1orf35
C1orf43
C1orf50
C1orf52
C1orf54
C1orf56
C1orf61
C1orf74
C1orf86
C1orf87
C1QA
C1QB
C1QBP
C1QC
C1QL3
C1QTNF3
C1QTNF3-AMACR
C1QTNF4
C1QTNF6
C1QTNF7
C1R
C1RL
C1RL-AS1
C1S
C2
C20orf144
C20orf194
C20orf195
C20orf196
C20orf197
C20orf203
C20orf24
C20orf27
C20orf96
C21orf2
C21orf33
C21orf58
C21orf59
C21orf62-AS1
C21orf91
C22orf15
C22orf29
C22orf34
C22orf39
C22orf46
C2CD2
C2CD2L
C2CD3
C2CD4D
C2CD5
C2orf15
C2orf16
C2orf27A
C2orf40
C2orf42
C2orf43
C2orf44
C2orf47
C2orf48
C2orf49
C2orf68
C2orf69
C2orf74
C2orf76
C2orf81
C2orf82
C2orf88
C3
C3AR1
C3orf14
C3orf17
